index,conated_comments,polarity_emotions,polarity_emotions_ID
399,ලහිරු සහොදරයා නියමයි  පුත්තලම් බූරුවා ලෙප්ට්thumbs_up thumbs_up red_heart , positive joy,4
400, ම එපා   folded_hands folded_hands folded_hands folded_hands folded_hands, neutral sad,1
401,අඩෝ ලහිරු ඔහොම කරන්න එපා බංපුත්තලම් බූරුව පව්  face_with_tears_of_joy, neutral joy,5
402,රෙද්දෙ රෙවිලා ඉන්න  පොන්න සනත්face_with_tears_of_joy, negative joy,12
403,ළඟදිම ආයිත් කනවා ඕකුන් කොහොමත්face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
404,මේක බලන ඕන බූරුවෙක්ට තේරෙනව සනත් නිශාන්ත කියන්නෙ ගොං කැරියෙක් කියල මේ වගේ ගොන් වේසිගෙ පුතාලනෙ බන් මේ රටේ දේශපාලනේ කරන්නෙ ඉතින් ලංකාවට හරියයිද මන් අහන්නෙ දැක්ක තැන මේ වගේ ගූ චන්ඩින්ට කනට ගහල එලවන්න ඕනෙface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
405,එළ ළහිරු එළclapping_hands clapping_hands clapping_hands clapping_hands beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes, positive joy,4
406,ලජ්ජාවක් නැති දේශපාලන බල්ලෝ pouting_face pouting_face pouting_face, negative anger,10
407,ඇයි මෙි පාහර බල්ලො  එක්ක තරැදු ලා යන්නෙි මෙවඅ නුගත් මංකොල්ල  කාර මැරයො  පුත්තලමි  බුරැවා  face_vomiting face_vomiting face_vomiting, negative anger,10
408,සංදේශයක් බාර දෙන්න   face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
409,අමු ගොනා සනත් නිශාන්ත  face_with_tears_of_joy, negative joy,12
410,ලහිරු මූව බයිට් කරන හැටි දැක්කම හිනා යනව face_with_tears_of_joy face_with_tears_of_joy, positive joy,4
411,වැදගත් මිනිහෙක් එක්ක කතා කරන බූරුවෙක්grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes, negative sarcasm,7
412,යකෝ ජනතාවගේ තීරනය බලන්න චන්දය තියන්න එතකොට තේරෙයිපුත්තලම් බූරුවා    face_with_hand_over_mouth face_with_hand_over_mouth face_with_hand_over_mouth, negative sarcasm,7
413,සනත් නිශාන්ත ඇතුලු පව්ලේ සැමට නිවන් සුව folded_hands, negative anger,10
414,සනත් නිසාන්ත බයිට් වෙලා face_with_tears_of_joy face_with_tears_of_joy, neutral joy,5
415,පුත්තලම් බූරුවා පදිරි ud face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
416,පුත්තලම් බූරුවෙක් rolling_on_the_floor_laughing, negative sarcasm,7
417,ඊලග රෑ ල්ල වෙලාවේ අපි අනිවාර්යෙන් පුත්තලෙමේ beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes, neutral joy,5
418,පුත්තලම් බූරුවාgrinning_face_with_sweat, negative sarcasm,7
419,සබන් කැටයකුත් තිබ්බ නං වටිනව සනත් නිශාන්තට face_with_tears_of_joy, neutral joy,5
420,බූරුවනටත් ලැජ්ජාවක් මේ යකා face_vomiting face_vomiting face_vomiting face_vomiting, negative anger,10
421,සනත් නිශාන්ත මහත්තා අවංක කෙනෙකි පුතේ rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, positive sarcasm,9
422,අයියෝ අයියෝ  සනත්   face_with_tears_of_joy face_with_tears_of_joy     , neutral sarcasm,6
423,මැයි නමය පොලු අරන් ආවෙ නැතිලුඅනෙ දෙයියනෙමම එදා එතන හිටියාපොලු අර ආවෙ නැ       pleading_face              beaming_face_with_smiling_eyes, neutral sarcasm,6
424,කවුද මේ උගත් මිනිස්සු එක්කම් හරක්ට සාකච්ඡා දෙන්නේface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
425,සන්දේශය දුන්නද දන්නෑ face_with_tears_of_joy, neutral sarcasm,6
426,පුත්තලම් බූරූවා කන පුරෝලා අහගත්තාface_with_tears_of_joy, negative sarcasm,7
427,ලහිරු  red_heart, positive love,0
428,කැම්පස් කියන උන් කොයි තරම් මෝඩද කියලා පේනවා යම් විෂයානුබද්ධ දැනුමක් යම්තාක් දුරට තියෙනවා වෙන මෙලෝ දැනුමක් නෑ අන්තරේ කියන ගොන්තරේට ඉදකින් මේ වගේ අප්ෂට් කලවන් ජාන බිහි කරපු මුන්ගේ මහ උන්  උගෝටගේ වැරද්ද අරගල කරපු කරන ගොබ්බ කාලකන්නි ඒ දවස් වලම බල්ලන්ට වගේ වෙඩි තියලා මුහුදට දාන්න තිබ්බේ මාළුන්ට කන්න        face_vomiting face_vomiting   woozy_face   face_with_symbols_on_mouth, negative anger,10
429,නියමයි  ලහිරු  සහොදරයා  ඔකාට  ගහලා  එන්න red_heart  red_heart     , positive love,0
430,ලහිරු නිමයි ගහපිය ඔය පොන්නයට  pouting_face pouting_face, negative anger,10
431,සනත් නිෂාන්ත කියන බූරු කතා විශ්වාස කරන මී හරකුත් ඉන්නවනෙ face_with_tears_of_joy, negative sarcasm,7
432,ලහිරු සුපිරිthumbs_up thumbs_up, positive joy,4
433,සනත් නිශාන්ත වගේ උන් දිගටම ගෙනෙල්ල මිනිස්සු කැමති දිගටම උන් පච වෙනවට face_with_tears_of_joy, neutral joy,5
434,සනත් නිශාන්ත උබ තාම හොද හෝටලයකින් කාලා නැහැ rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
435,පුත්තලම් බුරුවා අපිවත් බුරුවෝ ගනට දන්න හදන්නෙ අපි හැමදම අරගලකරයාගෙ පැත්තෙ පුත්තලම් බුරු හු    flexed_biceps, negative joy,12
436,මේ පුත්තලම් බූරුවා එක්ක තර්ක කරන්න සාමාන්යයෙන් මොන්ටිසෝරි යන දරුවෙකුත් ඇති බොල ලහිරු ආයේ මේ වගේ බිජු එක්ක ඔව්වට යනව එහෙම නෙවේ ඈud    beaming_face_with_smiling_eyes rolling_on_the_floor_laughing   yawning_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
437,සනත් නිශාන්ත පොන්න වේසිගෙ පුතාmiddle_finger, negative anger,10
438,සනත් නිශාන්ත යව තව අවුස්සලා ගත්තනම් මරුcat_with_tears_of_joy, positive joy,4
439,පුත්තලමේ ඉන්නේ බූරුවෝ කියන්නේ ආයේ ඉතිම් වෙන උදාහරන ඕනද winking_face face_with_tears_of_joy, neutral joy,5
440,පොල්ලෙ ලියලා සන්දෙසේ අරන් ගිහින් තියෙන්නේ සනත් තේරුම් ගන්නලා   rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
441,ලහිරු නියමයි  හොර සනත් නිශන්තred_heart red_heart red_heart, neutral love,2
442,වෙලාව ඕනලු ඌට කියන්න දේකුත් නෑ     zany_face zany_face, negative sarcasm,7
443,අනේ ගොං පුත්තලම් බූරුවා ගූ  ගොඩක් බං උබ නම්pile_of_poo middle_finger middle_finger pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo pile_of_poo, negative anger,10
444,ඒ වගේ පාර්ලිමේන්තු මන්ත්රීවරුන් ගෙන්වලා සමාජයට මුදාහරින පුද්ගල චරිතය ඉතාමත අගනේය මින් මතුවටවත් එවන් පුද්ගලයින් පාර්ලිමේන්තු නොයවන්න දැන උගත් මිනිස්සු කල්පනාකාරී වෙයි ud   slightly_smiling_face, positive joy,4
445,සනත් නිශාන්තගේ ඇට දෙක තලන්න ඕනි බොලව් face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
446,ලහිරු සහෝදරයා ආඩම්බරයි thumbs_up thumbs_up, positive joy,4
447,ඇකා ඔය වගේ උන් එක්ක කතා කරන්න එපා බන්  කොන්දක් නැති එවුන්   thumbs_up backhand_index_pointing_up, neutral joy,5
448,සනත් ෂොකඩ බල්ලා චොර වෙනවා ලෙසටම    face_with_tears_of_joy, negative sarcasm,7
449,කාචෝල් නිසාංත          face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth, negative anger,10
450,මොකෙක්ද බන් මූ ආරච්චිකට්ටු බූරූ බල්ලා pouting_face pouting_face pouting_face pouting_face, negative anger,10
451,පුත්තලම් බූරුවා යන යන තැන නානවා face_with_tears_of_joy, negative sarcasm,7
452,බූරුවා කියන්නේ නිකන් ද  woozy_face, negative sarcasm,7
453,උගතා නූගතා බුද්ධිමතා මුග්ධයා මැනවින් ගෙනහැර දැක්වීමක් rolling_on_the_floor_laughing, positive sarcasm,9
454,ඕකා ගොනා පුතේ face_with_tears_of_joy, negative sarcasm,7
455,සනත් නිශාන්ත වගේ පුත්තලම් බූරුවෙක් එක්ක වාද කරලා වැඩක් නෑface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
456, සුපිරි සනත් එලred_heart  red_heart  red_heart  red_heart  red_heart     , positive love,0
457,අපොයි  මේ වගේ නොමිනිස්සුන් හොර දේශපාලුවන්  දරා සිටින මිහිකත නුඹට ලැජ්ජාව ක් නැත්ද crying_face crying_face crying_face crying_face crying_face, neutral sad,1
458,සනත් නිශාන්ත මහත්තයා අවංක කෙනෙක් පුතේface_with_tears_of_joy, positive sarcasm,9
459,අනේ නිකන් පල අවජාතකයා තොපි නිකන් කුප්ප වැඩ කරලා නිකන් පම්පෝරි ගහන බල්ලා තූ     face_vomiting face_vomiting face_vomiting, negative anger,10
460, ඇයි බන් හැම චැනල් එකකින්ම  සනත් නිශන්ත බුරුවා ගෙනැල්ලා බයිට් කරන්නෙ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, neutral joy,5
461,ශාන්ත නිශාන්ත මහත්තයා බුරුවක් පුතෙface_with_tears_of_joy wilted_flower, negative sarcasm,7
462,සනත් නිශාන්ත මහතා අවංක කෙනෙක් පුතේ  rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, positive sarcasm,9
463,පුත්තලම් බූරූවාface_with_tears_of_joy, neutral joy,5
464,සනත් නිශාන්තගෙ බුරු කම හොදට පෙනවා cat_with_tears_of_joy, negative sarcasm,7
465,සනා නනෝ අපොයි cat_with_tears_of_joy, neutral sarcasm,6
466,ගම පුත්තලමේ face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
467,මූට දෙන්න සනත් අයියා එල red_heart  red_heart  red_heart  red_heart  red_heart  crown crown crown crown crown skull skull skull skull skull skull skull, neutral joy,5
468,මූනම් අම්මගෙන් කිරිබීපු එකෙක් නෙවෙයි කියන මෙලෝ දෙයක් තේරෙන්නෙ නෑඅයියෝ පුත්තලම් බූරුවෝ කියලා කිව්වට අපි දැකලා තිබ්බේ නෑදැන්නම් දන්නවා  face_with_tears_of_joy, negative sarcasm,7
469,ඔය පෙන්වන්නෙ  පරාජයෙ වියරුව grinning_face, neutral joy,5
470,උන්ගේ පොලු අරම් දුවන්න ගැහුවලු බේරේ වැවේ හිටියෙ අනේ මන්ද කව්ද හරි කියලා  face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, positive joy,4
471,නියමයි ලහිරු  red_heart  red_heart , positive love,0
472,සනත් නිශාන්ත අවන්කයි පුතේsmiling_face_with_tear, positive sarcasm,9
473,තව ටික දවසයි බලාගෙන ඉන්නකෝ සනත් නිශාන්ත  ඒ  උනාට එයා අවංක කෙනෙක් පුතේ       face_with_tears_of_joy, positive joy,4
474,අඩ්ඩේ පුත්තලම් බූරුවා නේbeaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes, negative sarcasm,7
475,පාර්ලිමේන්තු චන්දයක් එනකම් නටපන් face_vomiting face_vomiting face_vomiting, negative anger,10
476,ලැජ්ජා නැතුව ඕක සමුපකාර ඡන්දෙට ත් ඉල්ලුවා නේ ගූයි නේද මහත්තයෝ ඒකත් පරාදයි සමාවන්න මහත්තයා කිව්වට වේසිගෙ පුතාface_with_tears_of_joy face_with_tears_of_joy         face_with_tears_of_joy face_with_tears_of_joy thumbs_up slightly_smiling_face, negative sarcasm,7
477,සනත් නිශාන්ත  pile_of_poo pile_of_poo pile_of_poo, neutral anger,11
478,පුත්තලම් බූරුවා face_with_tears_of_joy, negative sarcasm,7
479,පුත්තලමේ බූරුව  rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
480,බූරුවොත් එක්ක අස්සයො එකට දුවන්න දාන්න හොදනෑ  face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
481,නියමයි ලහිරු සහොදරයා  red_heart , positive love,0
482,මහ සාපයක් මුන්නම් middle_finger, negative anger,10
483,මෙවැනි අම්බරුවන් පාර්ලිමේන්තු එවීම සම්බන්ධයෙන් පුත්තලම් ජනතාව වගකිවයුතුයි ආයුබෝවන්ඩ face_with_tears_of_joy middle_finger, negative anger,10
484,සනත් නිශාන්තbison cow water_buffalo, negative anger,10
485,නිවන් සුව සනත් නිශාන්ත folded_hands folded_hands, negative anger,10
486,ලහිරු උබ ගු කන ම්හරකේක්  පල බල්ලෝ අරගලය කරපු  වනච්ර රට විනාශ කරපු  කලා කන්නි  dog face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting raised_fist raised_fist raised_fist raised_fist raised_fist raised_fist, negative anger,10
487,සනත් නිශාන්ත ලස්සන මනුස්සයා rolling_on_the_floor_laughing face_with_tears_of_joy, positive sarcasm,9
488,පුත්තලමේ ගොං බූරුවrolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
489, සනත් නිසාන්තface_with_tears_of_joy, neutral joy,5
490,පුත්තලමේපුත්තලම් බුරුවා      clown_face dog water_buffalo, negative anger,10
491,පුත්තලම් බුරුවා ගිය තැන චාටර් මැයි  ගියේ බූරු සංදේශය අරන් face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy  face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
492,පුත්තලම් බූරුවගේ අවසන් ජවනිකාවcat_with_tears_of_joy, negative sarcasm,7
493,බූරුවො එක්ක කතා කරන්න එපා ළහිරු අයියෙred_heart  folded_hands, negative anger,10
494,සනත් නිශාන්ත කියන්නේ ඇත්තටම පුත්තලම් බුරැවෙක්ම තමයි    face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting, negative anger,10
495,පුත්තලමේ ඉන්න බූරු චන්ද දායකයන්ට කියන්නේ මේ වගේ බූරුවෙක් ආයේ පාර්ලිමේන්තු එවන්න කළින් හොඳට හිතලා බලන්න       grinning_squinting_face, negative sarcasm,7
496,ලහිරු  _hand thumbs_up, neutral joy,5
497,පුත්තලමේ බූරුවා පීචන් වෙනවාපව් යකෝ      rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
498,පුත්තලම් බුරුවෙක් එක්ක මොන සංවාදද ලහිරු නැගිටලා යමන්       rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing loudly_crying_face, negative sarcasm,7
499,සනත් නිශාන්ත ලෙප්ට්ලහිරු  සහෝදරයා නියමයිඕකුන්ට ඔහොම කතා කරලත් මදි  red_heart  thumbs_up     , positive joy,4
500,ලහිරු red_heart red_heart red_heart red_heart red_heart, neutral love,2
501,සනත් බූරුවා rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
502,පොහොට්ටුවෙ හොරුන්ගෙ රෙදි නෑ බලු හොරු  කාපල්ලාpile_of_poo pile_of_poo, negative anger,10
503,රස්තියාදු කාරයෝ අපි දැක්ක තොපි මැරිලම යන දාට මේ රටට හරියයි          face_with_symbols_on_mouth face_with_symbols_on_mouth, negative anger,10
504,සනත් නිශාන්ත ගොබ්බයා අරුගෙ පුකට මුවා වෙලා වීරයා රනිල්ගේ බේබිගෙ කෙරුවාව කියද්දි නැට්ට පුකේ නිශාන්ත ලැජ්ජයි බන් රෙවිලා පුක බිම ඇනිලා ඉදලා ලක්ෂ  ගැන ෆෝම් උන ගමන් අරහෙන් මුත් කැගහනව      grinning_cat, negative sarcasm,7
505,මුන්ට හෙන ගහන්නෙත් නැහැ හෙන වදින්නේත් නැහැ අපේම කරුමේ thumbs_up, negative anger,10
506, ජයවේවා නලින්red_heart, positive love,0
507,ගරු ඇමතිවරුලු thinking_face loudly_crying_face loudly_crying_face loudly_crying_face face_with_symbols_on_mouth, positive sad,8
508,අපේ රටේ කරුමෙට දේශපාලුවෝ වෙච්චි තිරිසන් හැතිකරේ නොදකින් කාලකණ්නි face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth pouting_face pouting_face pouting_face pouting_face pouting_face pouting_face      face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting face_vomiting, negative anger,10
509,මාලිමාව  heart_suit  heart_suit , neutral love,2
510,රාජපක්ෂ පරම්පරාවම වෙනම දූපතක සිර කදවුරක් හදල සිර කරන්න ඕනrolling_on_the_floor_laughing, negative sarcasm,7
511,නාමල් මහත්තයා මහින්ද මහත්තයා face_with_rolling_eyes, neutral sarcasm,6
512,බූරුවාගෙ කරේ රත්තරං බැන්දා වගේ    rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
513,පුත්තලමි බූරුවට රෙවුන ඒකටrolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
514,නලින් බණ්ඩාර සහෝදරයාට ජයවේවා red_heart  red_heart  red_heart , positive love,0
515,නලින්  හෙවගෙ fireworks, neutral joy,5
516,නාමල්ගේ ලමයිනුත් ලොකුයි දැන්  වෙඩිමෙ විදුලි බිල තාම නැනාමල් පකයාගේ කතාව නම් ප්රජාතන්ත්රවාදයface_with_tears_of_joy      ud ud face_with_tears_of_joy, negative sarcasm,7
517,සනත් නිසාන්ත තො ජරාපස්සලා රෙනකොට කට අල්ලපන් ඒක ඔයිට වඩා හොදයි බේසිගෙ පුතා face_vomiting face_vomiting face_vomiting ox ox ox, negative anger,10
518,ඇත් ඇත් සැටියෙන්ම දකී  loudly_crying_face loudly_crying_face, neutral sad,1
519,සල්ලි නෑ සල්ලි නෑ rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
520,ගරැ ප මන්ත්රී වරැ  ud zany_face, positive sarcasm,9
521,පචයො කුජීතයි face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
522,ගරු මන්ත්රී  කොහෙද බොල ගරු  පට්ට හොර කාලකන්නි ud    u  pouting_face pouting_face, negative anger,10
523,රටේ මිනිස්සුන්ගෙ ඇස් පෑදීම ගැන පුදුම සතුටක් දැනෙන්නෙ බං ringed_planet globe_showing_siaustralia red_heart, positive joy,4
524,සනත් නිශාන්ත කියන්නෙ පුත්තලමෙ ඉන්න ලොකුම බූරු වස්සා මුගේ මූණ දැක්කහමත් තැරි ගහන්න දෙන්නැහකි පොල් වසු පින්නයාface_with_tears_of_joy, negative joy,12
525,යකො වෙඩින් වලට ලයිට් බිලත් ගෙවන්න ඔනේදrolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
526,නාමල් බේබි දන්නේ නැ කියන්නේ     rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
527,පුබූ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
528,තනි මිනිහයි බූරුවො රැලයිface_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
529,පච කියන එක නවත්තන්න  කල්ලතොනී ජවිපේ  එන්න මාලිමාවට ජන්දේ දෙන්න  අනේ මුන්වගේ හරක් face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
530,රෙවිලා නේrolling_on_the_floor_laughing sneezing_face sneezing_face, negative sarcasm,7
531,සනත් නිශන්ත කියන්නෙත් මහ ජොඩුවට වැරදිල හදපු එකෙක්ජොලියට කරල  රටෙ කරුමෙට හැදුන එකෙක්      sad_but_relieved_face sad_but_relieved_face, negative sad,3
532,මේ මෝඩයන්ට වැටහෙන්නෙ නෑ නලින්ට  අහුවෙලා කියලgrinning_face_with_smiling_eyes grinning_face_with_smiling_eyes, negative sarcasm,7
533,ගැම්මක් අන්කල් smiling_face_with_hearteyes, positive sarcasm,9
534,බුරුවෝ දෙන්නෙක්    කොරලා තමයි සනත් ජාතක වෙලා තියෙන්නේ      rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
535,දීපන් කෝ උත්තර thumbs_up, neutral joy,5
536,පුත්තලමේ ox ox ox face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
537,මුන් එකෙක් වත් කියන්නේ නැහැ ලංකාවේ පෝසත්ම දේශපාලුවෝ  දෙනා ගැන ලා ලපකුමාරත් ඉන්නවා ලූ ඒ අතර   fire fire fire fire microphone microphone microphone microphone mouth mouth mouth mouth mouth    , negative anger,10
538,හොර  යක්කු  පල fire, negative joy,12
539,රස්තියාදු කාරයෝ කවුද කියලා තේරෙනවා hugging_face, negative joy,12
540,පුත්තලම horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse horse, neutral anger,11
541,ජයවේවා  ජයවේවා  නලින්  සහෝදරයාheart_suit  folded_hands _hand raised_fist  clapping_hands red_heart  thumbs_up rose    , positive joy,4
542,අලවතුවලගෙ ලයිට් බිල දෙන්නෙ නැත්තේ ඇයිud thinking_face, neutral anger,11
543,ඉස්සර ඡන්දෙ කලින් ගෝඨා තමා ඕනේ  කියලා අපේ උන් ඡන්දෙ දීලා හොදට කෙලව ගත්තාදැන් අනුර ඕනේ ඕනේ කියලා උවත් ගෙනෙල්ලා ඌත් රීලා ගියාම තොපි කාපල්ලා ගූදේශපාලනය කරන ඔක්කොම බලය ගන්නකන් කයිවාරු ගහන බව අපේ ගොන් හරක්ට  තේරේන්නේත් නෑනේ  උන් ඡන්දෙ දදා හිටපල්ලා     grinning_squinting_face grinning_squinting_face grinning_squinting_face, negative sarcasm,7
544,අනේ තොපේ මන්ත්රීකම දාපියව් බල්ලටතොපි වැදගත්කමහිතාගෙන හිටින්නේ මහරජ ගොල්ලො කියාඔයිට වඩා හොඳයි පාරේ සිඟමන් යදින අහිංසක මිනිසුන්තොපිට ඡන්දෙටදිය යුත්තේ කතිරය නොවෙයිමංගල සමරවීර මහතාගේ කුරුඳු පොලු පහරයිud thumbs_up, negative joy,12
545,කවුද හරි කවුද වැරදි කිය්ලා හෝදටම තේරුම් ගන්න පුළුවන්   රටේ තරුනයන්ගේ කාලය පව් මිනිස්සු  ලන්කවඅද මේහේම නේවේයි තියේන්න ඕනි හැමදාම කරේ බෝරුව මිනිස්සුන්ට කන්න නැ  පව් අහින්සක මිනිස්සු දුක් විදිනවා ඇත්තටම මේ රට හැදුවද කෝ හදලා මිනිස්සුන්ට  කොච්චර බෝරු කරනවද ගෝඩක් කලකිරිමේන් මිනිස්සු ඉන්නේ අද මිනිස්සුන්ට නිදහසක් නැ ඇයි ඒන්න ඒන්න පලනයකින් තෝරව බඩු ගනන් යනවා  කොච්චර ප්ර්රශ්නද  මගේ රටට ඉක්මනින් යහපත් කාලයක් උදා වේවා  බුදු සරණයි  ud ud      folded_hands folded_hands folded_hands folded_hands red_heart  red_heart  red_heart  red_heart , positive love,0
546,පුත්තලම් බූරුවා හිතන් ඉන්නවා ඇති මිනිස්සු උගේ තකා විශ්වාස කරයි  කරපු වැරදි පිලිගන්න බැරි නම් ජනතාව ගෙන් ගුටි කන්න ලෑස්ති වෙන්න වේවි face_with_rolling_eyes    smiling_face_with_smiling_eyes, negative anger,10
547,නලින් සහොදරයා heart_suit  heart_suit  heart_suit  folded_hands thumbs_up, neutral joy,5
548,පුත්තලම් බුරුව කියනව කියනව ගරු මන්ත්රීලුud rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
549,කාලකණ්නි දේශපාලුවෝ    pouting_face pouting_face pouting_face, negative anger,10
550,ඉරිදා පොල වගේ rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
551,ජාතික රූපවාහිනියට ආවම කොහොමද මුංගෙ කටවල්   face_with_symbols_on_mouth, negative anger,10
552,ගරු මන්ත්රී තුමන්ලා එක්ක තේරී පත්වෙලත් නැති රස්තියාදු කාරයෝ ගෙන්නන්න එපයිලු ud rolling_on_the_floor_laughing woozy_face pouting_face, negative anger,10
553,සනත් කියන එකාව කවුද බන් ගෙනාවේ  අමු හරකා   cow, negative anger,10
554,පුත්තලම් බූරුව face_with_tears_of_joy, negative joy,12
555,දැනට පවතින එකම විසදුම  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  red_heart  thumbs_up thumbs_up thumbs_up thumbs_up, neutral joy,5
556,අපිට ප්රශ්නේ තියෙන්නේ ජනතා විමුක්ති පෙරමුණ එක්ක නෙමෙයි මේ රට කාපු උඹලා එක්කයි  ඔයාලාට ප්රශ්නයක් වේලා තියෙන්නේ ජනතා විමුක්ති පෙරමුණේ නම් අපේ ප්රර්ශණයට උත්තරේ සහා බලාපොරොත්තුව ජනතා විමුක්ති පෙරමුණයි ud  ud ud ud red_heart folded_hands medium_skin_tone, neutral joy,5
557,මෙවන්දූරදර්ශි නායකත්වයක් ජනතාව බලාපොරොත්තු විය යුතුමයිජයවෙිවා සහෝදරයා          folded_hands folded_hands folded_hands, positive joy,4
558,ලන්සාගේ රෙදි ලෙප්ට්face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
559,ජය  වේවා  සහෝදරයා  red_heart folded_hands folded_hands folded_hands, positive joy,4
560,කුඩු ලන්සා ලෙෆ්ට් face_with_tears_of_joy, negative joy,12
561,ඊයා ලන්සා බය වෙලාface_with_tears_of_joy, negative joy,12
562,කොන්දක් කෙලින් තියෙන්න ඕනේ මෙහෙම කතා කරන්න heart_suit , neutral love,2
